model,term,estimate,std_err,t,p,ci_lo,ci_hi
M0_AR2,const,35.29856497101727,12.147445679723928,2.9058425863090167,0.0054442678218047415,10.899702262258756,59.697427679775785
M0_AR2,mood_lag1,0.21633214013608515,0.13436415045956077,1.6100435971661509,0.11368447190263091,-0.053546198609143225,0.4862104788813135
M0_AR2,mood_lag2,0.3335505230933986,0.1352502628273758,2.466172827472578,0.017129613226684635,0.06189237527745017,0.605208670909347
M2_AR2,const,8.500586188356067,8.967509534269949,0.9479316588257305,0.34801293134483574,-9.53971604899273,26.540888425704864
M2_AR2,mood_lag1,-0.173323389574783,0.10562762542955688,-1.6408907127271593,0.10749633843675035,-0.385818763020495,0.03917198387092899
M2_AR2,mood_lag2,0.12250735170223592,0.09683581343344723,1.2651037602573771,0.21207069555875585,-0.07230117736180694,0.3173158807662788
M2_AR2,melatonin,-0.014166286381357196,0.6416696569862342,-0.02207722654035534,0.9824798167645281,-1.3050391317716465,1.2767065590089322
M2_AR2,agency,0.4857973248742844,0.10463330251010203,4.642855699096205,2.782482299499069e-05,0.2753022711293698,0.696292378619199
M2_AR2,metacognition,0.4527505637846827,0.11496117639030037,3.9382909778825352,0.0002703969625647038,0.22147850773428165,0.6840226198350837
