"series","n","ar1_aic","ar1_bic","ar2_aic","ar2_bic","phi1_ar1","phi2_ar2","phi2_ci_lo","phi2_ci_hi","lrt_chi2","lrt_p","ljungbox_p"
"daily_full70",70,426.491122696452,433.2366084226,427.595590549254,436.589571517451,0.477132045692969,0.121057389276883,-0.128678575371619,0.370793353925386,0.895532147198026,0.343982538382802,0.660508094464864
"observation_level",193,1318.05750025761,1327.84557082432,1293.85564824605,1306.90640900167,0.227713002947378,0.360692527524672,0.22755749345161,0.493827561597735,26.2018520115535,3.07527451915592e-07,6.88265423998136e-06
